image_pth,mask_pth
0032/images/2Dimage_0016.pkl,0032/masks/2Dmask_0016.pkl
0001/images/2Dimage_0017.pkl,0001/masks/2Dmask_0017.pkl
0031/images/2Dimage_0000.pkl,0031/masks/2Dmask_0000.pkl
0007/images/2Dimage_0123.pkl,0007/masks/2Dmask_0123.pkl
0007/images/2Dimage_0115.pkl,0007/masks/2Dmask_0115.pkl
0002/images/2Dimage_0114.pkl,0002/masks/2Dmask_0114.pkl
0032/images/2Dimage_0143.pkl,0032/masks/2Dmask_0143.pkl
0023/images/2Dimage_0066.pkl,0023/masks/2Dmask_0066.pkl
0001/images/2Dimage_0032.pkl,0001/masks/2Dmask_0032.pkl
0009/images/2Dimage_0111.pkl,0009/masks/2Dmask_0111.pkl
0005/images/2Dimage_0006.pkl,0005/masks/2Dmask_0006.pkl
0031/images/2Dimage_0025.pkl,0031/masks/2Dmask_0025.pkl
0007/images/2Dimage_0154.pkl,0007/masks/2Dmask_0154.pkl
0010/images/2Dimage_0116.pkl,0010/masks/2Dmask_0116.pkl
0029/images/2Dimage_0013.pkl,0029/masks/2Dmask_0013.pkl
0027/images/2Dimage_0041.pkl,0027/masks/2Dmask_0041.pkl
0003/images/2Dimage_0105.pkl,0003/masks/2Dmask_0105.pkl
0030/images/2Dimage_0083.pkl,0030/masks/2Dmask_0083.pkl
0034/images/2Dimage_0013.pkl,0034/masks/2Dmask_0013.pkl
0007/images/2Dimage_0074.pkl,0007/masks/2Dmask_0074.pkl
0005/images/2Dimage_0103.pkl,0005/masks/2Dmask_0103.pkl
0030/images/2Dimage_0025.pkl,0030/masks/2Dmask_0025.pkl
0004/images/2Dimage_0087.pkl,0004/masks/2Dmask_0087.pkl
0006/images/2Dimage_0041.pkl,0006/masks/2Dmask_0041.pkl
0004/images/2Dimage_0063.pkl,0004/masks/2Dmask_0063.pkl
0008/images/2Dimage_0060.pkl,0008/masks/2Dmask_0060.pkl
0008/images/2Dimage_0122.pkl,0008/masks/2Dmask_0122.pkl
0032/images/2Dimage_0131.pkl,0032/masks/2Dmask_0131.pkl
0026/images/2Dimage_0130.pkl,0026/masks/2Dmask_0130.pkl
0031/images/2Dimage_0001.pkl,0031/masks/2Dmask_0001.pkl
0010/images/2Dimage_0028.pkl,0010/masks/2Dmask_0028.pkl
0032/images/2Dimage_0072.pkl,0032/masks/2Dmask_0072.pkl
0006/images/2Dimage_0018.pkl,0006/masks/2Dmask_0018.pkl
0009/images/2Dimage_0037.pkl,0009/masks/2Dmask_0037.pkl
0031/images/2Dimage_0013.pkl,0031/masks/2Dmask_0013.pkl
0003/images/2Dimage_0078.pkl,0003/masks/2Dmask_0078.pkl
0001/images/2Dimage_0082.pkl,0001/masks/2Dmask_0082.pkl
0024/images/2Dimage_0044.pkl,0024/masks/2Dmask_0044.pkl
0001/images/2Dimage_0075.pkl,0001/masks/2Dmask_0075.pkl
0024/images/2Dimage_0104.pkl,0024/masks/2Dmask_0104.pkl
0030/images/2Dimage_0047.pkl,0030/masks/2Dmask_0047.pkl
0027/images/2Dimage_0066.pkl,0027/masks/2Dmask_0066.pkl
0007/images/2Dimage_0056.pkl,0007/masks/2Dmask_0056.pkl
0002/images/2Dimage_0046.pkl,0002/masks/2Dmask_0046.pkl
0024/images/2Dimage_0021.pkl,0024/masks/2Dmask_0021.pkl
0001/images/2Dimage_0119.pkl,0001/masks/2Dmask_0119.pkl
0003/images/2Dimage_0034.pkl,0003/masks/2Dmask_0034.pkl
0029/images/2Dimage_0045.pkl,0029/masks/2Dmask_0045.pkl
0003/images/2Dimage_0159.pkl,0003/masks/2Dmask_0159.pkl
0007/images/2Dimage_0153.pkl,0007/masks/2Dmask_0153.pkl
0008/images/2Dimage_0113.pkl,0008/masks/2Dmask_0113.pkl
0001/images/2Dimage_0131.pkl,0001/masks/2Dmask_0131.pkl
0003/images/2Dimage_0103.pkl,0003/masks/2Dmask_0103.pkl
0003/images/2Dimage_0045.pkl,0003/masks/2Dmask_0045.pkl
0027/images/2Dimage_0084.pkl,0027/masks/2Dmask_0084.pkl
0002/images/2Dimage_0111.pkl,0002/masks/2Dmask_0111.pkl
0008/images/2Dimage_0012.pkl,0008/masks/2Dmask_0012.pkl
0023/images/2Dimage_0032.pkl,0023/masks/2Dmask_0032.pkl
0003/images/2Dimage_0014.pkl,0003/masks/2Dmask_0014.pkl
0004/images/2Dimage_0088.pkl,0004/masks/2Dmask_0088.pkl
0008/images/2Dimage_0048.pkl,0008/masks/2Dmask_0048.pkl
0003/images/2Dimage_0100.pkl,0003/masks/2Dmask_0100.pkl
0023/images/2Dimage_0083.pkl,0023/masks/2Dmask_0083.pkl
0027/images/2Dimage_0055.pkl,0027/masks/2Dmask_0055.pkl
0003/images/2Dimage_0168.pkl,0003/masks/2Dmask_0168.pkl
0001/images/2Dimage_0117.pkl,0001/masks/2Dmask_0117.pkl
0008/images/2Dimage_0036.pkl,0008/masks/2Dmask_0036.pkl
0030/images/2Dimage_0115.pkl,0030/masks/2Dmask_0115.pkl
0009/images/2Dimage_0078.pkl,0009/masks/2Dmask_0078.pkl
0008/images/2Dimage_0142.pkl,0008/masks/2Dmask_0142.pkl
0029/images/2Dimage_0023.pkl,0029/masks/2Dmask_0023.pkl
0032/images/2Dimage_0075.pkl,0032/masks/2Dmask_0075.pkl
0005/images/2Dimage_0043.pkl,0005/masks/2Dmask_0043.pkl
0002/images/2Dimage_0020.pkl,0002/masks/2Dmask_0020.pkl
0029/images/2Dimage_0082.pkl,0029/masks/2Dmask_0082.pkl
0022/images/2Dimage_0087.pkl,0022/masks/2Dmask_0087.pkl
0009/images/2Dimage_0146.pkl,0009/masks/2Dmask_0146.pkl
0024/images/2Dimage_0060.pkl,0024/masks/2Dmask_0060.pkl
0030/images/2Dimage_0084.pkl,0030/masks/2Dmask_0084.pkl
0031/images/2Dimage_0011.pkl,0031/masks/2Dmask_0011.pkl
0030/images/2Dimage_0114.pkl,0030/masks/2Dmask_0114.pkl
0033/images/2Dimage_0078.pkl,0033/masks/2Dmask_0078.pkl
0004/images/2Dimage_0040.pkl,0004/masks/2Dmask_0040.pkl
0007/images/2Dimage_0019.pkl,0007/masks/2Dmask_0019.pkl
0006/images/2Dimage_0117.pkl,0006/masks/2Dmask_0117.pkl
0009/images/2Dimage_0005.pkl,0009/masks/2Dmask_0005.pkl
0004/images/2Dimage_0045.pkl,0004/masks/2Dmask_0045.pkl
0025/images/2Dimage_0032.pkl,0025/masks/2Dmask_0032.pkl
0022/images/2Dimage_0084.pkl,0022/masks/2Dmask_0084.pkl
0005/images/2Dimage_0072.pkl,0005/masks/2Dmask_0072.pkl
0034/images/2Dimage_0047.pkl,0034/masks/2Dmask_0047.pkl
0001/images/2Dimage_0048.pkl,0001/masks/2Dmask_0048.pkl
0032/images/2Dimage_0002.pkl,0032/masks/2Dmask_0002.pkl
0032/images/2Dimage_0031.pkl,0032/masks/2Dmask_0031.pkl
0024/images/2Dimage_0038.pkl,0024/masks/2Dmask_0038.pkl
0028/images/2Dimage_0027.pkl,0028/masks/2Dmask_0027.pkl
0004/images/2Dimage_0055.pkl,0004/masks/2Dmask_0055.pkl
0033/images/2Dimage_0015.pkl,0033/masks/2Dmask_0015.pkl
0023/images/2Dimage_0094.pkl,0023/masks/2Dmask_0094.pkl
0010/images/2Dimage_0046.pkl,0010/masks/2Dmask_0046.pkl
0032/images/2Dimage_0119.pkl,0032/masks/2Dmask_0119.pkl
0025/images/2Dimage_0033.pkl,0025/masks/2Dmask_0033.pkl
0033/images/2Dimage_0011.pkl,0033/masks/2Dmask_0011.pkl
0021/images/2Dimage_0055.pkl,0021/masks/2Dmask_0055.pkl
0027/images/2Dimage_0068.pkl,0027/masks/2Dmask_0068.pkl
0009/images/2Dimage_0000.pkl,0009/masks/2Dmask_0000.pkl
0007/images/2Dimage_0109.pkl,0007/masks/2Dmask_0109.pkl
0002/images/2Dimage_0022.pkl,0002/masks/2Dmask_0022.pkl
0025/images/2Dimage_0054.pkl,0025/masks/2Dmask_0054.pkl
0021/images/2Dimage_0106.pkl,0021/masks/2Dmask_0106.pkl
0004/images/2Dimage_0086.pkl,0004/masks/2Dmask_0086.pkl
0004/images/2Dimage_0028.pkl,0004/masks/2Dmask_0028.pkl
0008/images/2Dimage_0055.pkl,0008/masks/2Dmask_0055.pkl
0024/images/2Dimage_0031.pkl,0024/masks/2Dmask_0031.pkl
0003/images/2Dimage_0026.pkl,0003/masks/2Dmask_0026.pkl
0001/images/2Dimage_0045.pkl,0001/masks/2Dmask_0045.pkl
0006/images/2Dimage_0051.pkl,0006/masks/2Dmask_0051.pkl
0007/images/2Dimage_0035.pkl,0007/masks/2Dmask_0035.pkl
0021/images/2Dimage_0001.pkl,0021/masks/2Dmask_0001.pkl
0030/images/2Dimage_0069.pkl,0030/masks/2Dmask_0069.pkl
0028/images/2Dimage_0029.pkl,0028/masks/2Dmask_0029.pkl
0008/images/2Dimage_0046.pkl,0008/masks/2Dmask_0046.pkl
0030/images/2Dimage_0146.pkl,0030/masks/2Dmask_0146.pkl
0026/images/2Dimage_0108.pkl,0026/masks/2Dmask_0108.pkl
0022/images/2Dimage_0001.pkl,0022/masks/2Dmask_0001.pkl
0009/images/2Dimage_0085.pkl,0009/masks/2Dmask_0085.pkl
0033/images/2Dimage_0072.pkl,0033/masks/2Dmask_0072.pkl
0003/images/2Dimage_0020.pkl,0003/masks/2Dmask_0020.pkl
0008/images/2Dimage_0026.pkl,0008/masks/2Dmask_0026.pkl
0034/images/2Dimage_0075.pkl,0034/masks/2Dmask_0075.pkl
0026/images/2Dimage_0063.pkl,0026/masks/2Dmask_0063.pkl
0022/images/2Dimage_0047.pkl,0022/masks/2Dmask_0047.pkl
0034/images/2Dimage_0004.pkl,0034/masks/2Dmask_0004.pkl
0021/images/2Dimage_0101.pkl,0021/masks/2Dmask_0101.pkl
0032/images/2Dimage_0123.pkl,0032/masks/2Dmask_0123.pkl
0006/images/2Dimage_0014.pkl,0006/masks/2Dmask_0014.pkl
0008/images/2Dimage_0138.pkl,0008/masks/2Dmask_0138.pkl
0009/images/2Dimage_0074.pkl,0009/masks/2Dmask_0074.pkl
0007/images/2Dimage_0145.pkl,0007/masks/2Dmask_0145.pkl
0031/images/2Dimage_0022.pkl,0031/masks/2Dmask_0022.pkl
0032/images/2Dimage_0085.pkl,0032/masks/2Dmask_0085.pkl
0026/images/2Dimage_0121.pkl,0026/masks/2Dmask_0121.pkl
0023/images/2Dimage_0063.pkl,0023/masks/2Dmask_0063.pkl
0030/images/2Dimage_0018.pkl,0030/masks/2Dmask_0018.pkl
0003/images/2Dimage_0135.pkl,0003/masks/2Dmask_0135.pkl
0003/images/2Dimage_0075.pkl,0003/masks/2Dmask_0075.pkl
0009/images/2Dimage_0120.pkl,0009/masks/2Dmask_0120.pkl
0024/images/2Dimage_0015.pkl,0024/masks/2Dmask_0015.pkl
0025/images/2Dimage_0079.pkl,0025/masks/2Dmask_0079.pkl
0021/images/2Dimage_0019.pkl,0021/masks/2Dmask_0019.pkl
0021/images/2Dimage_0071.pkl,0021/masks/2Dmask_0071.pkl
0031/images/2Dimage_0032.pkl,0031/masks/2Dmask_0032.pkl
0010/images/2Dimage_0051.pkl,0010/masks/2Dmask_0051.pkl
0001/images/2Dimage_0072.pkl,0001/masks/2Dmask_0072.pkl
0027/images/2Dimage_0012.pkl,0027/masks/2Dmask_0012.pkl
0008/images/2Dimage_0141.pkl,0008/masks/2Dmask_0141.pkl
0007/images/2Dimage_0050.pkl,0007/masks/2Dmask_0050.pkl
0010/images/2Dimage_0021.pkl,0010/masks/2Dmask_0021.pkl
0033/images/2Dimage_0077.pkl,0033/masks/2Dmask_0077.pkl
0030/images/2Dimage_0064.pkl,0030/masks/2Dmask_0064.pkl
0009/images/2Dimage_0055.pkl,0009/masks/2Dmask_0055.pkl
0030/images/2Dimage_0053.pkl,0030/masks/2Dmask_0053.pkl
0007/images/2Dimage_0148.pkl,0007/masks/2Dmask_0148.pkl
0021/images/2Dimage_0003.pkl,0021/masks/2Dmask_0003.pkl
0006/images/2Dimage_0048.pkl,0006/masks/2Dmask_0048.pkl
0004/images/2Dimage_0116.pkl,0004/masks/2Dmask_0116.pkl
0010/images/2Dimage_0044.pkl,0010/masks/2Dmask_0044.pkl
0003/images/2Dimage_0154.pkl,0003/masks/2Dmask_0154.pkl
0009/images/2Dimage_0017.pkl,0009/masks/2Dmask_0017.pkl
0025/images/2Dimage_0044.pkl,0025/masks/2Dmask_0044.pkl
0006/images/2Dimage_0112.pkl,0006/masks/2Dmask_0112.pkl
0001/images/2Dimage_0033.pkl,0001/masks/2Dmask_0033.pkl
0007/images/2Dimage_0081.pkl,0007/masks/2Dmask_0081.pkl
0023/images/2Dimage_0095.pkl,0023/masks/2Dmask_0095.pkl
0033/images/2Dimage_0034.pkl,0033/masks/2Dmask_0034.pkl
0006/images/2Dimage_0097.pkl,0006/masks/2Dmask_0097.pkl
0023/images/2Dimage_0055.pkl,0023/masks/2Dmask_0055.pkl
0008/images/2Dimage_0104.pkl,0008/masks/2Dmask_0104.pkl
0033/images/2Dimage_0041.pkl,0033/masks/2Dmask_0041.pkl
0008/images/2Dimage_0132.pkl,0008/masks/2Dmask_0132.pkl
0033/images/2Dimage_0051.pkl,0033/masks/2Dmask_0051.pkl
0004/images/2Dimage_0042.pkl,0004/masks/2Dmask_0042.pkl
0007/images/2Dimage_0041.pkl,0007/masks/2Dmask_0041.pkl
0021/images/2Dimage_0066.pkl,0021/masks/2Dmask_0066.pkl
0021/images/2Dimage_0110.pkl,0021/masks/2Dmask_0110.pkl
0034/images/2Dimage_0030.pkl,0034/masks/2Dmask_0030.pkl
0008/images/2Dimage_0069.pkl,0008/masks/2Dmask_0069.pkl
0034/images/2Dimage_0076.pkl,0034/masks/2Dmask_0076.pkl
0010/images/2Dimage_0131.pkl,0010/masks/2Dmask_0131.pkl
0005/images/2Dimage_0071.pkl,0005/masks/2Dmask_0071.pkl
0001/images/2Dimage_0129.pkl,0001/masks/2Dmask_0129.pkl
0007/images/2Dimage_0010.pkl,0007/masks/2Dmask_0010.pkl
0028/images/2Dimage_0066.pkl,0028/masks/2Dmask_0066.pkl
0004/images/2Dimage_0027.pkl,0004/masks/2Dmask_0027.pkl
0029/images/2Dimage_0060.pkl,0029/masks/2Dmask_0060.pkl
0022/images/2Dimage_0056.pkl,0022/masks/2Dmask_0056.pkl
0002/images/2Dimage_0096.pkl,0002/masks/2Dmask_0096.pkl
0031/images/2Dimage_0021.pkl,0031/masks/2Dmask_0021.pkl
0032/images/2Dimage_0138.pkl,0032/masks/2Dmask_0138.pkl
0001/images/2Dimage_0060.pkl,0001/masks/2Dmask_0060.pkl
0007/images/2Dimage_0089.pkl,0007/masks/2Dmask_0089.pkl
0030/images/2Dimage_0126.pkl,0030/masks/2Dmask_0126.pkl
0033/images/2Dimage_0006.pkl,0033/masks/2Dmask_0006.pkl
0001/images/2Dimage_0079.pkl,0001/masks/2Dmask_0079.pkl
0029/images/2Dimage_0014.pkl,0029/masks/2Dmask_0014.pkl
0034/images/2Dimage_0020.pkl,0034/masks/2Dmask_0020.pkl
0002/images/2Dimage_0091.pkl,0002/masks/2Dmask_0091.pkl
0031/images/2Dimage_0072.pkl,0031/masks/2Dmask_0072.pkl
0003/images/2Dimage_0150.pkl,0003/masks/2Dmask_0150.pkl
0029/images/2Dimage_0086.pkl,0029/masks/2Dmask_0086.pkl
0026/images/2Dimage_0101.pkl,0026/masks/2Dmask_0101.pkl
0005/images/2Dimage_0038.pkl,0005/masks/2Dmask_0038.pkl
0033/images/2Dimage_0013.pkl,0033/masks/2Dmask_0013.pkl
0031/images/2Dimage_0067.pkl,0031/masks/2Dmask_0067.pkl
0021/images/2Dimage_0094.pkl,0021/masks/2Dmask_0094.pkl
0032/images/2Dimage_0019.pkl,0032/masks/2Dmask_0019.pkl
0024/images/2Dimage_0092.pkl,0024/masks/2Dmask_0092.pkl
0028/images/2Dimage_0007.pkl,0028/masks/2Dmask_0007.pkl
0024/images/2Dimage_0055.pkl,0024/masks/2Dmask_0055.pkl
0023/images/2Dimage_0050.pkl,0023/masks/2Dmask_0050.pkl
0010/images/2Dimage_0074.pkl,0010/masks/2Dmask_0074.pkl
0006/images/2Dimage_0025.pkl,0006/masks/2Dmask_0025.pkl
0026/images/2Dimage_0032.pkl,0026/masks/2Dmask_0032.pkl
0008/images/2Dimage_0005.pkl,0008/masks/2Dmask_0005.pkl
0026/images/2Dimage_0058.pkl,0026/masks/2Dmask_0058.pkl
0002/images/2Dimage_0060.pkl,0002/masks/2Dmask_0060.pkl
0006/images/2Dimage_0066.pkl,0006/masks/2Dmask_0066.pkl
0001/images/2Dimage_0040.pkl,0001/masks/2Dmask_0040.pkl
0032/images/2Dimage_0096.pkl,0032/masks/2Dmask_0096.pkl
0030/images/2Dimage_0039.pkl,0030/masks/2Dmask_0039.pkl
0032/images/2Dimage_0064.pkl,0032/masks/2Dmask_0064.pkl
0004/images/2Dimage_0068.pkl,0004/masks/2Dmask_0068.pkl
0027/images/2Dimage_0004.pkl,0027/masks/2Dmask_0004.pkl
0034/images/2Dimage_0021.pkl,0034/masks/2Dmask_0021.pkl
0003/images/2Dimage_0102.pkl,0003/masks/2Dmask_0102.pkl
0031/images/2Dimage_0082.pkl,0031/masks/2Dmask_0082.pkl
0007/images/2Dimage_0136.pkl,0007/masks/2Dmask_0136.pkl
0022/images/2Dimage_0051.pkl,0022/masks/2Dmask_0051.pkl
0025/images/2Dimage_0035.pkl,0025/masks/2Dmask_0035.pkl
0008/images/2Dimage_0143.pkl,0008/masks/2Dmask_0143.pkl
0001/images/2Dimage_0013.pkl,0001/masks/2Dmask_0013.pkl
0003/images/2Dimage_0099.pkl,0003/masks/2Dmask_0099.pkl
0021/images/2Dimage_0072.pkl,0021/masks/2Dmask_0072.pkl
0028/images/2Dimage_0024.pkl,0028/masks/2Dmask_0024.pkl
0033/images/2Dimage_0075.pkl,0033/masks/2Dmask_0075.pkl
0024/images/2Dimage_0076.pkl,0024/masks/2Dmask_0076.pkl
0026/images/2Dimage_0110.pkl,0026/masks/2Dmask_0110.pkl
0009/images/2Dimage_0073.pkl,0009/masks/2Dmask_0073.pkl
0024/images/2Dimage_0008.pkl,0024/masks/2Dmask_0008.pkl
0032/images/2Dimage_0052.pkl,0032/masks/2Dmask_0052.pkl
0032/images/2Dimage_0129.pkl,0032/masks/2Dmask_0129.pkl
0003/images/2Dimage_0040.pkl,0003/masks/2Dmask_0040.pkl
0028/images/2Dimage_0088.pkl,0028/masks/2Dmask_0088.pkl
0022/images/2Dimage_0079.pkl,0022/masks/2Dmask_0079.pkl
0010/images/2Dimage_0063.pkl,0010/masks/2Dmask_0063.pkl
0028/images/2Dimage_0061.pkl,0028/masks/2Dmask_0061.pkl
0003/images/2Dimage_0142.pkl,0003/masks/2Dmask_0142.pkl
0001/images/2Dimage_0015.pkl,0001/masks/2Dmask_0015.pkl
0021/images/2Dimage_0120.pkl,0021/masks/2Dmask_0120.pkl
0005/images/2Dimage_0113.pkl,0005/masks/2Dmask_0113.pkl
0029/images/2Dimage_0002.pkl,0029/masks/2Dmask_0002.pkl
0030/images/2Dimage_0113.pkl,0030/masks/2Dmask_0113.pkl
0030/images/2Dimage_0016.pkl,0030/masks/2Dmask_0016.pkl
0002/images/2Dimage_0019.pkl,0002/masks/2Dmask_0019.pkl
0004/images/2Dimage_0044.pkl,0004/masks/2Dmask_0044.pkl
0025/images/2Dimage_0078.pkl,0025/masks/2Dmask_0078.pkl
0029/images/2Dimage_0064.pkl,0029/masks/2Dmask_0064.pkl
0031/images/2Dimage_0023.pkl,0031/masks/2Dmask_0023.pkl
0027/images/2Dimage_0030.pkl,0027/masks/2Dmask_0030.pkl
0027/images/2Dimage_0026.pkl,0027/masks/2Dmask_0026.pkl
0003/images/2Dimage_0133.pkl,0003/masks/2Dmask_0133.pkl
0030/images/2Dimage_0120.pkl,0030/masks/2Dmask_0120.pkl
0026/images/2Dimage_0092.pkl,0026/masks/2Dmask_0092.pkl
0007/images/2Dimage_0122.pkl,0007/masks/2Dmask_0122.pkl
0034/images/2Dimage_0029.pkl,0034/masks/2Dmask_0029.pkl
0026/images/2Dimage_0106.pkl,0026/masks/2Dmask_0106.pkl
0024/images/2Dimage_0053.pkl,0024/masks/2Dmask_0053.pkl
0006/images/2Dimage_0006.pkl,0006/masks/2Dmask_0006.pkl
0026/images/2Dimage_0060.pkl,0026/masks/2Dmask_0060.pkl
0008/images/2Dimage_0073.pkl,0008/masks/2Dmask_0073.pkl
0008/images/2Dimage_0137.pkl,0008/masks/2Dmask_0137.pkl
0028/images/2Dimage_0062.pkl,0028/masks/2Dmask_0062.pkl
0009/images/2Dimage_0136.pkl,0009/masks/2Dmask_0136.pkl
0031/images/2Dimage_0090.pkl,0031/masks/2Dmask_0090.pkl
0025/images/2Dimage_0059.pkl,0025/masks/2Dmask_0059.pkl
0003/images/2Dimage_0165.pkl,0003/masks/2Dmask_0165.pkl
0009/images/2Dimage_0069.pkl,0009/masks/2Dmask_0069.pkl
0032/images/2Dimage_0022.pkl,0032/masks/2Dmask_0022.pkl
0029/images/2Dimage_0053.pkl,0029/masks/2Dmask_0053.pkl
0026/images/2Dimage_0007.pkl,0026/masks/2Dmask_0007.pkl
0024/images/2Dimage_0043.pkl,0024/masks/2Dmask_0043.pkl
0005/images/2Dimage_0027.pkl,0005/masks/2Dmask_0027.pkl
0006/images/2Dimage_0045.pkl,0006/masks/2Dmask_0045.pkl
0028/images/2Dimage_0056.pkl,0028/masks/2Dmask_0056.pkl
0008/images/2Dimage_0000.pkl,0008/masks/2Dmask_0000.pkl
0028/images/2Dimage_0042.pkl,0028/masks/2Dmask_0042.pkl
0008/images/2Dimage_0024.pkl,0008/masks/2Dmask_0024.pkl
0029/images/2Dimage_0004.pkl,0029/masks/2Dmask_0004.pkl
0022/images/2Dimage_0029.pkl,0022/masks/2Dmask_0029.pkl
0034/images/2Dimage_0039.pkl,0034/masks/2Dmask_0039.pkl
0026/images/2Dimage_0119.pkl,0026/masks/2Dmask_0119.pkl
0029/images/2Dimage_0018.pkl,0029/masks/2Dmask_0018.pkl
0009/images/2Dimage_0140.pkl,0009/masks/2Dmask_0140.pkl
0023/images/2Dimage_0092.pkl,0023/masks/2Dmask_0092.pkl
0010/images/2Dimage_0036.pkl,0010/masks/2Dmask_0036.pkl
0009/images/2Dimage_0035.pkl,0009/masks/2Dmask_0035.pkl
0028/images/2Dimage_0006.pkl,0028/masks/2Dmask_0006.pkl
0034/images/2Dimage_0094.pkl,0034/masks/2Dmask_0094.pkl
0004/images/2Dimage_0032.pkl,0004/masks/2Dmask_0032.pkl
0009/images/2Dimage_0083.pkl,0009/masks/2Dmask_0083.pkl
0001/images/2Dimage_0020.pkl,0001/masks/2Dmask_0020.pkl
0006/images/2Dimage_0104.pkl,0006/masks/2Dmask_0104.pkl
0006/images/2Dimage_0098.pkl,0006/masks/2Dmask_0098.pkl
0009/images/2Dimage_0127.pkl,0009/masks/2Dmask_0127.pkl
0030/images/2Dimage_0081.pkl,0030/masks/2Dmask_0081.pkl
0003/images/2Dimage_0132.pkl,0003/masks/2Dmask_0132.pkl
0009/images/2Dimage_0124.pkl,0009/masks/2Dmask_0124.pkl
0010/images/2Dimage_0068.pkl,0010/masks/2Dmask_0068.pkl
